id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,license,number_of_reviews_ltm
51199210,Beautiful downtown San Francisco apartment,122922522,Diego,South of Market,37.78555000,-122.39549000,entire home/apt,159.00,30,11,2024-05-31,0.34,9,110,,3
51216972,Sunny Noe Valley/Bernal Heights Garden Studio,93475120,Sven-Thorsten,Noe Valley,37.74717851,-122.42536801,entire home/apt,128.00,1,112,2024-09-03,4.34,1,321,2022-005814STR,49
51280287,Lovely 2 Bedroom Apt in the Heart of San Francisco,415252234,Paul,Haight Ashbury,37.77196000,-122.44098000,entire home/apt,189.00,30,83,2024-01-29,2.24,1,64,pending,2
51285025,: ) Cheerful Topfloor 3Bedrooms2Full Bathrooms : ),415296880,Jerry,Outer Sunset,37.74605000,-122.49417000,private room,239.00,1,71,2024-08-18,2.64,1,199,2022-002198STR,16
51293489,Happy house on a hill,13116,Greg,Bernal Heights,37.74259000,-122.41318000,entire home/apt,380.00,6,6,2023-08-27,0.22,1,44,2022-006633STR,0
51309897,"Well-lit, lovely private room with ensuite bath",184700906,Apoorva,Bernal Heights,37.74243000,-122.42192000,private room,88.00,1,120,2024-08-24,4.00,1,212,STR-0005744,37
51505215,"New 1 Bd/1Ba Pacific Heights, Amazing location!",346212466,Marika,Pacific Heights,37.79206800,-122.44094800,entire home/apt,325.00,3,83,2024-08-18,2.42,1,163,STR-0005377,26
51548853,Hung k to,347088120,Hung,Excelsior,37.72658000,-122.41147000,entire home/apt,250.00,2,59,2024-08-19,2.03,1,354,1133518,15
51692858,Castro Mid-Century Private Bedroom & Bathroom,34563933,Nathaniel,Castro/Upper Market,37.76521000,-122.43727000,private room,189.00,5,0,,,3,153,STR-0004454,0
51725511,Luxury 1 bedroom unit,90828719,Ramy,Crocker Amazon,37.70959000,-122.43903000,entire home/apt,166.00,2,120,2024-08-18,3.60,1,143,1129795,34
51754361,Work/Live/Play! 2BD/2BA Victorian Condo,187400738,Melissa,Mission,37.75861400,-122.41984600,entire home/apt,430.00,2,51,2024-08-11,1.44,2,93,STR-0005571,14
51786971,Boutique large studio in NoPa San Francisco,416919348,Malcolm,Haight Ashbury,37.77335000,-122.44489000,entire home/apt,275.00,4,98,2024-08-12,2.83,1,322,STR-0005399,30
51787922,Centrally Located Studio in San Francisco,419532249,Igal,Marina,37.79755000,-122.42441000,entire home/apt,117.00,30,12,2024-08-04,0.36,1,307,,4
51805390,*Sunny 2bd/2ba House *Walk to Presidio & GG Park*,23062308,Lola,Presidio Heights,37.78419000,-122.44939000,entire home/apt,564.00,1,23,2024-08-11,0.94,1,174,2022-006940STR,7
51864167,Private studio close to Union Square,1822832,Anna,Downtown/Civic Center,37.78502000,-122.41339000,entire home/apt,115.00,30,4,2022-09-09,0.11,1,364,STR-0001234,0
51929944,R3A - Private Room with Private Bath at Richmond,157999191,Berlin,Outer Richmond,37.78245000,-122.48126000,private room,62.00,30,9,2024-07-27,0.27,26,265,,2
51930674,R3C-Private Room (share bath) at Richmond District,157999191,Berlin,Outer Richmond,37.78281000,-122.48001000,private room,52.00,30,11,2024-08-08,0.33,26,357,,4
52008865,Centrally Located SOMA 4br/2ba Flat,304721494,HostWell,South of Market,37.77529000,-122.41250000,entire home/apt,180.00,30,6,2024-02-11,0.20,22,364,,2
52009897,Spiritual sanctuary in a vibrant neighborhood,20717633,Shagun,Western Addition,37.78069000,-122.43029000,private room,87.00,1,143,2024-08-18,3.99,3,164,2021-008747STR,24
52009898,Meditation Room: Simple living in a vibrant locale,20717633,Shagun,Western Addition,37.78069000,-122.43167000,private room,64.00,1,87,2024-08-19,2.48,3,152,2021-008747STR,28
52075105,Peaceful Home in San Francisco,399251647,Judy,Glen Park,37.73958000,-122.43192000,entire home/apt,195.00,30,6,2024-07-31,0.24,1,221,,3
52092566,"Comfy Big New 2bed1bath 2nd Flr, Bright, Parkings",421776359,Audrey,Visitacion Valley,37.71918000,-122.40507000,private room,138.00,30,1,2021-10-31,0.03,2,270,,0
52095303,754B - Peaceful Convenient 2B1B in Excelsior,398787940,Fa Hui,Excelsior,37.71631000,-122.43707000,entire home/apt,128.00,1,115,2024-08-28,3.19,2,146,2023-003451STR,32
52148168,Delightful patio suite in sunny Bernal Heights,403919314,Daikha,Bernal Heights,37.74001000,-122.42001000,entire home/apt,195.00,3,66,2024-08-12,1.95,1,183,STR-0005292,11
52166080,Centrally located 2 bedrooms in 3 bedroom flat,422303591,Rhea,Western Addition,37.77484500,-122.43633300,entire home/apt,390.00,5,19,2024-03-23,0.55,1,257,City registration pending,4
52240726,❤️Cozy 2BR Apt🏠 w/ sofa bed nr Golden Gate🌉❤️,25120232,Sharon,Russian Hill,37.79717000,-122.41598000,entire home/apt,315.00,2,65,2024-08-20,1.80,1,10,2024-005092STR,7
52273857,"Blueground | N. Beach, gym & pool, nr groceries",107434423,Blueground,North Beach,37.80684260,-122.41032840,entire home/apt,172.00,31,2,2022-08-15,0.08,173,121,,0
52281774,Private Garden Suite in charming SF neighborhood,9080784,Iliyana,Crocker Amazon,37.70940000,-122.42839000,entire home/apt,121.00,1,123,2024-09-02,4.09,1,78,STR-0005573,44
52302237,brand new 2bedroom 1bath haight Ashbury W&D #36,110078968,Ahmed,Haight Ashbury,37.77047000,-122.44403000,entire home/apt,106.00,30,6,2023-04-30,0.18,6,199,,0
52309464,Lovely 2BR with Private Patio & Reserved Parking,33399301,Ryan,Mission,37.75990000,-122.41630000,entire home/apt,180.00,60,10,2024-07-07,0.32,1,332,,3
52321792,19RueHenny,33085508,Michael,Parkside,37.73726000,-122.48046000,entire home/apt,98.00,1,137,2024-08-20,3.96,2,124,STR-0005155,59
52338790,Private cozy 1-bedroom SF getaway with office,361567831,Kylie,Excelsior,37.73008000,-122.42094000,entire home/apt,111.00,2,101,2024-08-04,3.20,1,49,City registration pending,23
52348220,Charming 1 bed condo in San Francisco with views!,30072790,Arkesh,Pacific Heights,37.79598000,-122.42849000,entire home/apt,160.00,30,0,,,1,65,,0
582677049540801308,Dogpatch Chic,62642427,Dirk,Potrero Hill,37.76258000,-122.38682000,entire home/apt,100.00,30,2,2023-08-13,0.08,1,274,,0
52421273,LOCATION! Open Floorplan Updated 1 Bedroom Unit,387801231,Coleman,Presidio Heights,37.79120000,-122.44808000,entire home/apt,125.00,30,13,2024-07-30,0.42,6,209,,2
52444296,"Beautiful, sun-lit Edwardian in Cole Valley/Haight",2315122,Caroline,Haight Ashbury,37.76850000,-122.45199000,entire home/apt,250.00,30,0,,,1,244,,0
52662804,"Blueground | Lower Nob Hill, gym & roof, nr bars",107434423,Blueground,Downtown/Civic Center,37.78753000,-122.42131200,entire home/apt,280.00,31,2,2022-01-16,0.06,173,332,,0
52758762,R4A-Private Room with private bath & Yard,157999191,Berlin,Outer Richmond,37.78418000,-122.48176000,private room,62.00,30,7,2024-08-16,0.22,26,291,,2
52758981,R4B-Private Room with Private Bathroom,157999191,Berlin,Outer Richmond,37.78284000,-122.48018000,private room,58.00,30,3,2023-08-19,0.12,26,269,,0
52759127,R4C-Private Room with Private Yard,157999191,Berlin,Outer Richmond,37.78253000,-122.48025000,private room,55.00,30,9,2024-08-17,0.33,26,211,,3
52808966,Private Luxury Apartment In Nob Hill,16089618,Kelly,Chinatown,37.79079000,-122.40892000,entire home/apt,99.00,31,4,2024-08-10,0.13,1,333,,1
52880170,Casa Divisadero! Designer penthouse with sundeck,95425780,Jules,Western Addition,37.77544000,-122.43750000,entire home/apt,400.00,2,38,2024-08-25,1.14,1,32,City registration pending,15
52901955,Full Bed Weekly,418905992,Urban,Financial District,37.78939000,-122.40611000,private room,93.00,7,70,2024-07-29,2.04,2,357,1127558,29
52918103,Modern Luxe Penthouse in Telegraph Hill,401361,Avlok,North Beach,37.80091000,-122.40570000,entire home/apt,375.00,30,5,2024-02-03,0.30,4,346,,2
52919350,"Luxurious, Modern, Views, Nob Hill",13499994,Nick,Nob Hill,37.79501000,-122.41072000,entire home/apt,706.00,3,27,2024-08-08,0.88,1,339,0011440,13
52933960,Spacious 3BR Home SF Downtown/Moscone/Ballpark,10779823,Claudiu,South of Market,37.77526000,-122.40383000,entire home/apt,664.00,3,34,2024-08-21,1.29,4,350,2023-006924STR,10
52935630,Twin Bed Daily,418905992,Urban,Financial District,37.78915000,-122.40671000,private room,83.00,1,75,2024-09-01,2.18,2,351,1127558,40
53034831,Peaceful garden space in nice neighborhood in SF,367370196,Michelle,Outer Mission,37.73018000,-122.43250000,entire home/apt,100.00,1,140,2024-08-18,4.03,1,338,STR-0005048,44
53066536,Lovely private room in the heart of North Beach.,429575203,Jesse,Financial District,37.79689000,-122.40521000,private room,53.00,30,3,2024-05-17,0.11,3,324,,1
53114844,"Wyndham Canterbury 1BR, downtown San Francisco",306338456,David,Downtown/Civic Center,37.78834524,-122.41175883,entire home/apt,239.00,4,2,2024-01-11,0.15,2,31,1111359,1
53117893,21RueHenny,33085508,Michael,Parkside,37.73892000,-122.47837000,entire home/apt,110.00,1,121,2024-08-25,4.02,2,148,STR-0005155,50
53156395,Welcome To *The Donatello* ST#1,340080088,Bianka,Downtown/Civic Center,37.78840000,-122.40940000,entire home/apt,228.00,2,25,2024-01-08,0.90,14,11,Exempt,5
53173870,Safe+clean+Parking+All Handmade+Japanese Zen Dream,5565510,Lulu,West of Twin Peaks,37.73506000,-122.46441000,private room,31.00,4,16,2024-07-20,0.52,5,365,STR-0005753,7
53175347,"Mission Oasis ~ Workspace, Garden, Nespresso!",3126880,No’eau,Mission,37.75230892,-122.41096001,entire home/apt,225.00,3,32,2024-08-12,1.62,1,4,2021-012390STR,29
53236790,Cheerful 3Br2Ba and a living room Sunny patio,431004062,Kenny,Bayview,37.73691000,-122.39824000,entire home/apt,240.00,1,174,2024-08-17,6.18,1,250,STR-0005546,52
53295282,Guest Room in Nob Hill San Francisco Condo,23311600,Amanda,Nob Hill,37.79608253,-122.41013219,private room,77.00,30,0,,,1,333,,0
53316467,Large Studio apartment,244251846,Mustab-Shira,Lakeshore,37.72064000,-122.48513000,shared room,65.00,30,0,,,2,338,,0
53363512,Historic/Hip Top Floor 1x1,4430421,Landmark,Mission,37.75379000,-122.42299000,entire home/apt,100.00,30,1,2024-08-18,1.00,140,180,,1
53378110,Glen Hideaway - Light-filled Garden 3BR w/Parking,4464641,Jon,Glen Park,37.73656000,-122.43922000,entire home/apt,465.00,2,30,2024-08-14,0.88,3,200,STR-0003811,7
53405558,Stay in SF Victorian Centrally  Located,344223871,Jeffrey,Western Addition,37.77343794,-122.43050521,private room,87.00,1,252,2024-08-31,7.49,3,147,2024-006496STR,107
53418639,Large 1 Bedroom apartment with free street parking,244251846,Mustab-Shira,Lakeshore,37.72051000,-122.48394000,entire home/apt,87.00,30,7,2024-08-14,0.22,2,338,,2
53423350,"Peaceful, Modern, Canyon-View 2BR w/ parking+BART",4464641,Jon,Glen Park,37.73700000,-122.43744000,entire home/apt,248.00,1,84,2024-08-04,2.47,3,112,STR-0003811,20
53450580,New 1Bd/1Ba Haight-Ashbury W&D Wi-Fi 57A,110078968,Ahmed,Haight Ashbury,37.77109000,-122.44758000,entire home/apt,76.00,30,11,2024-08-10,0.38,6,268,,4
53461380,Noteworthy Large Private Bedroom - Best Location,128917916,David,Western Addition,37.77175000,-122.42960000,private room,68.00,1,81,2024-08-11,2.76,4,342,2023-001942STR,63
53496125,Flamingo Suite in Outer Richmond,20535068,Anna,Outer Richmond,37.77389000,-122.50027000,entire home/apt,177.00,1,194,2024-08-30,6.05,1,226,City registration pending,75
53540148,"Adorable 2bd Garden Apt,  Walk to Golden Gate Park",56658434,Cheryl,Inner Richmond,37.77823000,-122.47188000,entire home/apt,229.00,4,69,2024-08-12,2.59,2,132,STR-0002951,28
53627212,20A - 3B2B Luxury Convenient Safe Neighborhood,434269687,Zhicheng,Crocker Amazon,37.70926000,-122.44576000,entire home/apt,211.00,2,141,2024-08-16,4.32,1,77,2024-003626STR,45
53644011,1806 - Private 2B2B Unit GG Park UCSF Stonestown,434407790,Zhi Rong,Inner Sunset,37.75298000,-122.47525000,entire home/apt,139.00,1,127,2024-08-27,3.86,1,134,2024-004722STR,54
53700609,Modern Hilltop Designer House,232271640,Rick,Inner Sunset,37.75689000,-122.45485000,entire home/apt,750.00,30,1,2022-03-11,0.03,1,173,,0
53746048,"Blueground | Lower Nob Hill, gym, lounge, w/d",107434423,Blueground,Downtown/Civic Center,37.78753000,-122.42131200,entire home/apt,210.00,31,0,,,173,177,,0
53747035,"Blueground | Rincon Hill, gym & lounge, nr shops",107434423,Blueground,South of Market,37.78770300,-122.39197100,entire home/apt,276.00,31,0,,,173,106,,0
53756392,Amazing 2 BR Mission Terrace Home w/ Free Parking,261258619,Rory,Outer Mission,37.72510000,-122.44262000,entire home/apt,192.00,2,102,2024-08-10,3.16,1,340,2024-006933STR,30
915342090789939671,Modern Mission Dolores Paradise!,37233924,Nima,Mission,37.76451102,-122.42387960,entire home/apt,0.00,30,0,,,1,0,,0
53763980,"Blueground | Rincon Hill, gym & pool, nr tech hub",107434423,Blueground,South of Market,37.78739840,-122.39239040,entire home/apt,298.00,31,0,,,173,328,,0
53800185,Lovely 1-bedroom in Potrero Hill (Guest Suite),6372467,Anran,Potrero Hill,37.75916000,-122.40086000,entire home/apt,235.00,3,50,2024-08-15,1.75,1,25,STR-0005552,24
53832688,Private SF 2b1 b1 office washer/dryer/parking 2ndf,390856735,Li,Visitacion Valley,37.71124000,-122.40390000,entire home/apt,108.00,30,1,2023-04-01,0.06,2,110,,0
53841418,Modern condo/apartment in San Francisco (Unit 3),401361,Avlok,North Beach,37.80076000,-122.40599000,entire home/apt,135.00,30,2,2024-06-13,0.32,4,354,,2
53842003,Modern Condo/Apartment in Telegraph Hill (Unit #7),401361,Avlok,North Beach,37.79873000,-122.40572000,entire home/apt,150.00,30,5,2024-08-12,0.32,4,336,,3
53850659,"Chic, modern comfort living - 2 bedroom w/ parking",436205910,Kristin And Kaleen,Outer Mission,37.71421000,-122.44785000,entire home/apt,125.00,30,7,2024-05-29,0.24,2,314,,2
53864977,Penthouse Loft with Private Rooftop Patio,3676413,Sara,South of Market,37.78245000,-122.39216000,entire home/apt,239.00,30,5,2024-02-07,0.16,1,181,,1
54004223,NEW Luxury King 1bdrm in Heart of NOPA w/ Garden,1629187,Jia,Western Addition,37.77740000,-122.43823000,entire home/apt,160.00,30,17,2024-08-13,0.56,1,65,,4
54014288,"Blueground | Rincon Hill, gym & lounge, nr shops",107434423,Blueground,South of Market,37.78770300,-122.39197100,entire home/apt,277.00,31,0,,,173,292,,0
54014361,"Blueground | Rincon Hill, gym & lounge, nr shops",107434423,Blueground,South of Market,37.78770300,-122.39197100,entire home/apt,317.00,31,0,,,173,365,,0
54020696,Ultra Swanky Designer Home,3213265,Michael,Castro/Upper Market,37.75914000,-122.43156000,entire home/apt,4450.00,1,11,2024-01-18,0.53,2,362,2022-011064STR,6
54064940,"Blueground | Mission Bay, gym & pool, nr Caltrain",107434423,Blueground,South of Market,37.77406000,-122.39100000,entire home/apt,224.00,31,0,,,173,341,,0
54072028,Modern private bedroom in villa,48484514,Ye,Parkside,37.74155000,-122.47639000,private room,99.00,1,34,2024-08-18,1.10,4,266,STR-0006213,5
54128543,Luxury Studio 2 minutes from Magical Dolores Park,420301847,Michael,Castro/Upper Market,37.75982000,-122.43089000,entire home/apt,188.00,2,200,2024-08-31,7.03,1,207,STR-0005675,89
54195764,Lovely cozy studio in Inner Richmond,23719876,Yumi,Inner Richmond,37.78225000,-122.47431000,entire home/apt,95.00,30,9,2024-04-12,0.29,33,315,,2
54196877,Cosy 3 bedroom in-law apt. Excellent location.,81597039,Marie,Lakeshore,37.73195000,-122.47497000,entire home/apt,99.00,30,11,2024-05-28,0.39,4,246,,4
54199501,Lovely Private room in heart of North Beach 2.,429575203,Jesse,Financial District,37.79753000,-122.40483000,private room,70.00,32,3,2024-08-18,0.18,3,313,,2
54223760,Near Golden Gate Park Convenient place Cozy Rm 5B2,9219277,Henry,Outer Sunset,37.76054000,-122.48372000,private room,50.00,30,8,2023-08-12,0.26,14,246,,0
54225583,Lux Pvt Oasis In The Heart Of SF- Walk Everywhere,15805878,Vin,Nob Hill,37.79178000,-122.41928000,entire home/apt,342.00,2,159,2024-08-30,6.63,1,223,STR-0006232,77
54239185,"Blueground | Rincon Hill, gym & lounge, nr shops",107434423,Blueground,South of Market,37.78770300,-122.39197100,entire home/apt,276.00,31,0,,,173,339,,0
54292856,Historic cottage on Greenwich steps with Bay Views,129794473,Logan,North Beach,37.80360000,-122.40483000,entire home/apt,300.00,3,46,2024-07-29,1.79,1,203,2022-005954STR,24
54293371,Funky One Bedroom Apartment in San Francisco,40421108,Laurel,Excelsior,37.72317000,-122.43415000,entire home/apt,82.00,30,11,2024-08-10,0.43,1,254,,5
54318134,"Studio apartment with patio in SoMA, San Francisco",265801171,Arash,South of Market,37.78238000,-122.39818000,entire home/apt,140.00,30,9,2024-03-11,0.29,1,243,,2
54341429,2A-Private bedroom and bath at Marina/Cow Hollow,157999191,Berlin,Marina,37.79923000,-122.43228000,private room,68.00,30,9,2024-07-28,0.30,26,257,,3
541239372101774612,Relaxing & cheerful room in beautiful home.,81597039,Marie,Lakeshore,37.73329000,-122.47626000,private room,55.00,30,2,2023-08-20,0.13,4,365,,0
542227488951726370,3 beds+big couch. 1 huge living room+1 big bedroom,70369610,Vincent,Ocean View,37.71452000,-122.46469000,entire home/apt,136.00,2,107,2024-08-23,4.03,1,69,STR-0005406,50
542626038073168422,"Blueground | Mission Bay, gym & pool, nr Caltrain",107434423,Blueground,South of Market,37.77406000,-122.39100000,entire home/apt,231.00,31,0,,,173,219,,0
543466002303976499,"Nest in Potrero Hill, Central, Comfort",441201578,Sofia,Potrero Hill,37.75664000,-122.40196000,private room,227.00,1,154,2024-08-27,5.33,1,144,STR-0005522,85
544227519546878806,2bd/1ba Apartment,26431202,Stan And Liza,Excelsior,37.72873000,-122.40916000,entire home/apt,128.00,2,54,2024-08-13,1.87,1,72,STR-0005441,9
544336971774241966,GoldenGatePark Nearby convenient loca. Nice Rm 5B3,9219277,Henry,Outer Sunset,37.75869778,-122.48243737,private room,50.00,30,3,2024-08-03,0.34,14,265,,3
545187443457085112,Classically Modern 4BR Victorian,1935023,Charlotte,Mission,37.76270000,-122.41665000,entire home/apt,248.00,30,72,2024-08-17,2.31,1,365,City registration pending,2
557136135855739089,"Blueground | Mission Bay, gym, nr Caltrain & muni",107434423,Blueground,South of Market,37.77337700,-122.39686800,entire home/apt,255.00,31,0,,,173,216,,0
557530172127414144,Historical clocktower loft with brandnew furniture,10800264,Ada,South of Market,37.78315000,-122.39469000,entire home/apt,139.00,30,7,2024-02-01,0.25,2,338,,1
558144288217784832,"Cozy, furnished bedroom in beautiful, quiet home.",81597039,Marie,Lakeshore,37.73130000,-122.47612000,private room,38.00,30,5,2024-04-03,0.20,4,55,,3
558977078185201976,"Sunny, cozy private room in the heart of SF (3D)",375566645,Mark,Mission,37.76615000,-122.42009000,private room,60.00,30,8,2024-08-11,0.28,22,67,,5
560165755972387675,La Monarca by Kasa | Hearing Accessible Unit,88566861,Kasa,Downtown/Civic Center,37.78929000,-122.41180000,entire home/apt,184.00,1,80,2024-07-12,2.77,15,289,Exempt,26
561489475078914207,"Free parking, Motel in heart of SF, Standard King",444900066,Greg,Chinatown,37.79743200,-122.40788300,private room,138.00,1,966,2024-08-20,32.09,2,294,0019926,297
562575374538458418,"Comfortable, private queen room in the heart of SF",375566645,Mark,Mission,37.76739000,-122.41989000,private room,51.00,30,4,2024-07-31,0.20,22,179,,2
562705837797019213,"Blueground | Mission Bay, gym, nr Caltrain & muni",107434423,Blueground,South of Market,37.77406000,-122.39100000,entire home/apt,240.00,31,0,,,173,0,,0
564362276833713565,"Spacious w/Garage | 5★ Location,♛ Royal Beds,Safe*",203835246,Justilien,Nob Hill,37.79029000,-122.42079000,entire home/apt,171.00,30,0,,,3,363,,0
565290974463041734,Junior Suite with Ensuite Bathroom,309731366,Washington Square Inn,North Beach,37.80094000,-122.40807000,private room,233.00,1,8,2024-06-23,0.27,7,336,Exempt,3
565291871812880066,Standard King Room with Ensuite Bathroom,309731366,Washington Square Inn,North Beach,37.80009000,-122.40966000,private room,196.00,1,2,2023-06-21,0.08,7,343,Exempt,0
568040590735625295,Large 3 Bedroom Home in Glen Park with Patio,446342673,Debra,Glen Park,37.73693000,-122.43379000,entire home/apt,206.00,30,3,2023-08-07,0.11,1,94,,0
568082190787252150,Serene Garden 1 Bedroom Unit  In the Heart of SF!,387789822,Johnson,Western Addition,37.78796000,-122.43105000,entire home/apt,125.00,30,6,2023-04-22,0.23,4,239,,0
568279849075618299,Sunny & spacious queen room in the heart of SF,375566645,Mark,Mission,37.76779000,-122.41845000,private room,64.00,30,11,2024-08-12,0.37,22,228,,3
569417447378815260,"Free parking, Motel in heart of SF, Two Queens",444900066,Greg,Chinatown,37.79743200,-122.40788300,private room,163.00,1,731,2024-08-18,24.15,2,297,0019926,168
570231666164617151,Sunny Top Floor Historic/Hip Mission District 1x1!,4430421,Landmark,Mission,37.75198000,-122.42352000,entire home/apt,127.00,30,7,2024-06-01,0.25,140,362,,3
571855536080232122,"Spacious, sunny private room in the heart of SF",375566645,Mark,Mission,37.76797000,-122.41788000,private room,65.00,30,15,2024-08-17,0.51,22,159,,6
571881289485565713,"Comfortable, private queen room in the heart of SF",375566645,Mark,Mission,37.76670000,-122.41790000,private room,68.00,30,8,2024-06-28,0.29,22,232,,2
571899739217982041,Cozy & sunny private room in the heart of SF,375566645,Mark,Mission,37.76658000,-122.41996000,private room,63.00,30,7,2024-08-28,0.25,22,238,,3
573147546117401069,"Spacious, modern home in Potrero.",19521091,Andrew,Mission,37.76478000,-122.40694000,entire home/apt,475.00,2,28,2024-08-21,1.18,1,167,2022-005649STR,14
574511833351537308,"Blueground | Telegraph Hill, gym & spa, nr Muni",107434423,Blueground,North Beach,37.80422690,-122.40535760,entire home/apt,195.00,31,1,2023-08-11,0.08,173,338,,0
575971647646419501,1 bedroom apartment in the heart of San Francisco,20525600,Eva,Nob Hill,37.79371000,-122.41300000,entire home/apt,90.00,31,6,2024-05-05,0.21,1,363,,2
577810610514169260,Casa Particular | Golden Gate Park Private Suite,14655296,Zhou,Inner Sunset,37.76344000,-122.47519000,entire home/apt,126.00,1,230,2024-09-01,8.32,2,134,2022-004905STR,103
580348379376674225,Bright Spacious 2br by Golden Gate Park & Presidio,117954292,Chan,Inner Richmond,37.77925000,-122.46516000,entire home/apt,542.00,1,100,2024-04-07,3.36,1,71,2024-007891STR,19
597214254931666886,Bright Modern SoMA Studio Apartment - 1GB Internet,271916350,Josh,South of Market,37.78201000,-122.39834000,entire home/apt,116.00,30,7,2024-08-11,0.28,1,345,,3
598585763555851212,Lovely private room in the heart of North Beach.,429575203,Jesse,Financial District,37.79771000,-122.40336000,private room,45.00,32,0,,,3,333,,0
599521892791564146,Historic Victorian Home in Heart of SF,15268062,Andi,Western Addition,37.78517500,-122.44580800,entire home/apt,575.00,7,10,2024-03-22,0.40,1,242,2022-004315STR,2
600427403866660581,"Blueground | Mission Bay, gym, nr Caltrain & muni",107434423,Blueground,South of Market,37.77337700,-122.39686800,entire home/apt,299.00,31,0,,,173,333,,0
600743308886437311,Charming Victorian suite,453368653,Brenda,Mission,37.75401000,-122.41586000,private room,152.00,3,75,2024-08-21,2.69,1,131,City Registration Pending,17
600784161213735620,"Gorgeous Luxe 2B 2Ba
PacificHts VIEWcondo
Monthly",23255336,Karen,Pacific Heights,37.79471000,-122.43114000,entire home/apt,285.00,45,2,2024-06-08,0.11,1,307,,1
601694190019746952,Cozy Economy FriendlyView Furnished Room UCSF/USF,21994,Aaron,Haight Ashbury,37.76579700,-122.45222500,private room,55.00,32,2,2023-08-01,0.08,18,365,,0
603456481771708109,Cow Hollow/ Marina flat,24488808,Jacquelyn,Marina,37.79942700,-122.43052300,entire home/apt,240.00,1,0,,,1,300,,0
603609071359362203,Economy Sunny Furnished Room2-Ucsf/USF,21994,Aaron,Haight Ashbury,37.76579666,-122.45222473,private room,55.00,32,3,2023-08-13,0.12,18,365,,0
603783592600748521,1 Bedroom Suite in the Heart of San Francisco,20704144,William,Downtown/Civic Center,37.77835000,-122.42327000,entire home/apt,142.00,2,25,2024-05-02,0.87,21,6,Exempt,2
604269094449636024,"Peaceful, Serene 2Bed/2Bath in Corona Heights",148427269,Amsi,Castro/Upper Market,37.76228000,-122.43931000,entire home/apt,214.00,30,0,,,10,87,,0
607426265609284906,Mid-Century Modern 2BR 2BA Penthouse on Fillmore,31759266,Britton,Western Addition,37.78262000,-122.43098000,entire home/apt,299.00,30,8,2024-07-14,0.37,1,274,,5
607506975974174232,Lovely 1-Bedroom Condo in San Francisco,5339335,Agnes,Downtown/Civic Center,37.78911000,-122.41133000,entire home/apt,165.00,35,2,2022-07-22,0.07,1,332,,0
607955208228847798,Deluxe 2-bedroom with Oasis Backyard-30 day Rental,11818658,Ripple,Bernal Heights,37.73481400,-122.41843400,entire home/apt,120.00,30,1,2024-08-18,1.00,2,302,,1
609406759678159056,San Francisco Designer Home Featured in AD,867109,Guillaume,Inner Sunset,37.76267000,-122.45481000,entire home/apt,450.00,8,1,2024-07-30,0.81,1,83,2022-005861STR,1
610224880185208698,2 Private Rooms and 1 Bathroom With Garage (A),293031208,Gavin,Ocean View,37.71742000,-122.45737000,private room,150.00,3,32,2024-08-20,1.17,3,176,2022-003644STR,8
610813306685865942,Spacious & Unique SOMA Three Bedroom Apartment,104559424,Courtney,South of Market,37.77948081,-122.40405561,entire home/apt,545.00,2,14,2024-07-29,0.80,2,157,2022-009062STR,9
611070143482380273,F. Market Studio Apt + Balcony + Fitness,347737196,Amy,South of Market,37.77695000,-122.41649000,entire home/apt,100.00,30,3,2024-03-01,0.11,3,247,,1
611712351082127949,Lovely 1-bedroom Condo in San Francisco,17578598,Christian And Jennice,Western Addition,37.78404000,-122.44084000,entire home/apt,85.00,30,7,2024-08-25,0.28,3,179,,3
611877965743828424,Newly Remodeled Two Suite Garden Unit,330745922,Connie,Excelsior,37.72674000,-122.41468000,entire home/apt,217.00,2,56,2024-08-19,1.95,5,168,STR-0006580,17
612287790306920303,Gorgeous guest suite w/ kitchen & yard. Walkable!,12214257,Jaco,West of Twin Peaks,37.74367000,-122.45673000,entire home/apt,160.00,2,2,2022-07-03,0.07,1,19,2022-003759STR,0
612614125749763363,R2A-Private Room (share bath) at Richmond District,157999191,Berlin,Outer Richmond,37.78239000,-122.48029000,private room,55.00,30,6,2024-08-08,0.23,26,329,,3
613037431723336617,Potrero Hill Spacious Guest Suite,4338310,Brandi,Potrero Hill,37.75539000,-122.39977000,entire home/apt,144.00,1,67,2024-08-12,2.45,1,25,STR-0005587,15
613199460350211741,"Full-floor Penthouse | Ocean View, Parking(2br1ba)",19861970,Dennis,Haight Ashbury,37.76468000,-122.44495000,private room,900.00,30,29,2024-07-08,1.02,2,333,2023-002535STR,2
613216308111126771,Welcome To *Inn At The Opera* ST#1,340080088,Bianka,Downtown/Civic Center,37.77981000,-122.42200000,entire home/apt,5555.00,2,1,2022-09-22,0.04,14,2,Exempt,0
614064500858307709,2 Private Bedrooms With Balcony and View (B),293031208,Gavin,Ocean View,37.71745000,-122.45613000,private room,150.00,3,46,2024-08-19,1.65,3,246,2022-003644STR,11
614390253925171673,Airy Room and Bath near Beach and Golden Gate Park,209402966,Juli & Hai Lin,Outer Sunset,37.75047000,-122.48885000,private room,75.00,2,78,2024-08-12,2.76,1,161,2022-003839STR,19
