id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,license,number_of_reviews_ltm
898630675257102749,Roofdeck House in Cow Hollow,38665365,Rachel,Marina,37.79753000,-122.44097000,entire home/apt,3300.00,2,4,2024-05-09,0.34,1,147,2023-006056STR,4
901741324249897961,"Gorgeous Large Top Flat 3-Bd 2-Ba in Nob Hill, SF",517069036,Alex,Nob Hill,37.79349011,-122.41296502,entire home/apt,557.00,2,46,2024-08-19,3.17,1,107,2023-001970STR,38
914471919784074050,Large Artist Bedroom w/Garden Access in SOMA,1923745,Xenia,South of Market,37.77617231,-122.41112231,private room,101.00,1,6,2024-06-30,0.43,5,17,STR-0005536,5
891249585342542863,Secret Heaven in Noe Valley,18303950,Valentina,Noe Valley,37.74782780,-122.43580060,entire home/apt,142.00,2,63,2024-08-18,4.18,2,320,2023-004363STR,50
891611786127344837,SF Beachside Home (Buenos Aires Room),514784474,Steed,Outer Sunset,37.76126600,-122.50574980,private room,69.00,30,4,2024-09-03,0.34,4,364,,4
892035286118270469,LIVE IT UP In The Castro! *4BR*W/D*Walk Score 98,304721494,HostWell,Castro/Upper Market,37.76402248,-122.43386784,entire home/apt,1063.00,1,3,2024-01-11,0.25,22,342,STR-0005619,3
892117402607539902,Cozy studio/central SF location,253498801,Sonia,Western Addition,37.78560140,-122.44372950,entire home/apt,67.00,30,3,2024-02-19,0.24,2,246,,2
934838802204780322,Home Away from Home tooo!,510857674,Jacquelyn,Visitacion Valley,37.71051000,-122.41988000,private room,62.00,30,0,,,2,270,,0
893025275290458097,Spacious Dwelling in a Delightful Neighborhood,10722295,Ariel,Twin Peaks,37.76062046,-122.44659221,private room,105.00,2,13,2024-08-26,0.94,2,282,2023-003040STR,6
893610245891489956,Modern & Nice Styled Set Up,34718634,L Marcus,Outer Sunset,37.75909150,-122.48560258,entire home/apt,135.00,30,0,,,1,365,,0
894294536357179971,Stylish house with a view,29829574,Taylor,Bernal Heights,37.74529000,-122.41812000,entire home/apt,250.00,3,7,2024-06-22,0.49,1,13,STR-0006319,4
984891599215367822,Central apt in SF w/ private back patio,44754327,Sarika,South of Market,37.77853403,-122.40501829,private room,109.00,30,0,,,1,269,,0
1074822609750604127,House  with a View,121387718,Susan,Castro/Upper Market,37.75858459,-122.42994715,entire home/apt,720.00,2,0,,,1,18,2024-001251STR,0
1090027825528028997,1 BDR Presidential Condo Wyndham,14269516,Kelly,Downtown/Civic Center,37.78787003,-122.41172127,private room,500.00,1,0,,,2,58,Exempt,0
1094319843085032511,Renaissance Retreat: Studio ADA King The Donatello,514017852,Jesse,Downtown/Civic Center,37.78841000,-122.41127000,entire home/apt,212.00,2,0,,,6,10,Exempt,0
1097140131001896070,Hayes Valley Victorian Courtyard Room,2513762,Trey,Western Addition,37.77184625,-122.42594199,private room,130.00,30,0,,,4,5,,0
897137192924266032,Rare Find - 3BED 2BATH Brand New Luxury Home,512217797,Buu,Excelsior,37.72463439,-122.40732576,entire home/apt,299.00,1,25,2024-08-25,1.82,2,103,2023-003937STR,20
897183211481728749,Modern Private 3 Bedroom 2 Baths,13832870,International,Bernal Heights,37.73702000,-122.41144000,entire home/apt,287.00,30,0,,,22,337,,0
897267636302147054,Golden Gate View Penthouse,449859287,Matthew,Russian Hill,37.79801000,-122.42230000,entire home/apt,900.00,4,6,2024-08-20,0.62,1,88,2023-004825STR,6
1136949224983859638,Cute and Bright,156102468,Nanthana,Outer Mission,37.72604445,-122.43453844,private room,59.00,2,2,2024-08-22,0.59,3,180,2024-003108STR,2
29757778,Master Bedroom Private Entrance,28133977,Nicole,Parkside,37.74503000,-122.48182000,private room,0.00,30,0,,,3,0,,0
897372756650306580,"Heart of SF: Steps from park, Near Grocery, Jazz",432070,Franco,Western Addition,37.77487832,-122.43563287,entire home/apt,380.00,30,0,,,1,335,,0
897763315745280129,Room #4 - City Skyline & Garden View,504007094,Jian Hui,Bayview,37.73580190,-122.40065587,private room,58.00,1,84,2024-08-28,5.86,5,145,2023-001944STR,69
1152356012288504541,Cute House with Parking!,43806,Vic,Ocean View,37.71992013,-122.47124638,entire home/apt,130.00,70,0,,,1,354,,0
1153092004307127582,Modern Suite with Views  - Your Perfect Escape,32340924,Mary Evelyn,Castro/Upper Market,37.76120549,-122.44596622,entire home/apt,235.00,1,9,2024-08-20,4.09,1,75,2024-005034STR,9
1159487005688049536,Sunlit Sanctuary in Noe Valley,31686965,Merlinda,Noe Valley,37.75073000,-122.43416000,entire home/apt,400.00,3,5,2024-08-06,1.63,1,33,2024-004349STR,5
1164664222859656920,San Francisco Suites on Nob Hill,579634175,Cynthia,Chinatown,37.79125630,-122.40883330,private room,200.00,1,19,2024-08-25,6.40,2,225,Exempt,19
1170465734178839710,3 Bedroom 2 Bath with Kitchen,77796098,Fengjing,Parkside,37.74850658,-122.47425018,shared room,134.00,30,0,,,1,365,,0
1179107093866352490,"Views, sunny, convenient",583511734,Cheryl,Glen Park,37.74030880,-122.42433750,private room,85.00,30,0,,,1,224,,0
1212354506958728776,Pacific Heights Gorgeous View!,228257645,Svetlana,Pacific Heights,37.78987081,-122.42797874,entire home/apt,144.00,30,0,,,1,127,,0
1216787848730703776,2BR Upper Noe Valley home w/ Bay views,509915863,Vacasa Guestworks,West of Twin Peaks,37.73664873,-122.45020831,entire home/apt,465.00,2,0,,,1,361,2024-006468STR,0
898702458270381222,Cozy Studio w/ Parking & Laundry. Pets Ok,7896411,Michael,Bayview,37.73500220,-122.39697180,entire home/apt,160.00,2,17,2024-06-23,1.22,2,86,2023-004881STR,12
899131063106514733,Newly Remodeled Cozy Studio in San Francisco,444431858,Hilda,Bayview,37.73470866,-122.39967674,private room,66.00,2,4,2024-08-02,0.32,2,338,2023-007196STR,3
899315740060262985,Stylish and Cozy Room Steps Away from Dolores Park,2060012,Ari,Mission,37.75102000,-122.41685000,private room,76.00,30,3,2024-08-18,0.23,30,321,,2
1225502538234722165,A Sanctuary in the City,596756931,Vered,Castro/Upper Market,37.76135000,-122.42809000,entire home/apt,150.00,30,0,,,1,40,,0
1231120993443628375,"Large, Sunny, Private Room",16672047,Steff,Mission,37.76674195,-122.42148069,private room,320.00,1,0,,,1,234,2024-007662STR,0
900344661155100565,Victorian in Japantown,34390119,Patrick,Western Addition,37.78595000,-122.42923000,entire home/apt,367.00,3,28,2024-08-16,2.13,3,31,STR-0005777,25
900664299332057920,Master Bedroom in Victorian with Private Bathroom,34390119,Patrick,Western Addition,37.78499000,-122.43090000,private room,135.00,3,6,2023-09-18,0.40,3,59,STR-0005777,1
900793022546882454,"1 BR w Rooftop Deck, by Whole Foods",1257432,San Francisco Life,Western Addition,37.77076738,-122.42748343,entire home/apt,134.00,30,3,2024-02-29,0.25,31,339,,3
754117,Amazing Flat in Haight Ashbury,3967658,Ryan,Haight Ashbury,37.77234000,-122.44622000,entire home/apt,175.00,30,182,2024-08-31,1.27,1,334,Pending Application,5
14266916,Recharge in Lush Gardens in the Heart of Bernal Heights,36287559,Marie & Laurent,Bernal Heights,37.73771000,-122.41640000,entire home/apt,166.00,2,273,2024-09-02,2.78,1,309,STR-0001998,24
774323,PrivateBath.    Hike/Bike/TransitScore97,4085271,Jan,Mission,37.76034000,-122.42394000,private room,130.00,2,480,2024-08-30,3.37,2,161,STR-0000504,18
1143497261038450633,Private Room next to airport/ bus /Bart,23984245,Santiago,Visitacion Valley,37.72098823,-122.40232385,private room,55.00,2,6,2024-06-22,1.46,2,269,2022-006910STR,6
17587530,Spacious Studio - Heart of the Marina ❤️ Reviews!,119481494,L.,Marina,37.79925000,-122.43714000,entire home/apt,177.00,30,36,2024-05-05,0.40,1,346,,4
2062696,Ocean Beach Rm Classic 1906 Mission Victorian,4843181,Nancy,Mission,37.74948000,-122.42253000,private room,95.00,5,168,2024-06-09,1.30,3,64,2022-009455STR,8
633566725728505100,"Modern 2 Bed - Near Beach, Lands End, GG Park",54287259,Ricky,Outer Richmond,37.77904000,-122.50380000,entire home/apt,181.00,2,100,2024-09-02,3.77,1,46,STR-0005823,44
15383658,Beautiful Victorian Bedroom in Mission,17536951,Rob,Bernal Heights,37.74349000,-122.42139000,private room,86.00,4,183,2024-08-21,1.92,4,16,STR-0001202,22
51285891,Cheerful 1 bedroom in residential house Twin Peaks,340699161,Brian,Twin Peaks,37.75560000,-122.45389000,private room,115.00,30,0,,,1,365,,0
32344480,生活便利安静的房间,242851604,Angie,Haight Ashbury,37.77185000,-122.43758000,private room,175.00,30,0,,,2,269,,0
16649876,Eclectic Artistic Garden Retreat/Licensed,48785800,Dawn,Outer Mission,37.73093000,-122.45250000,entire home/apt,175.00,1,266,2024-09-02,2.91,1,168,STR-0001969,18
490931,Mission's La Lengua,1269188,Maureen,Bernal Heights,37.74766000,-122.42041000,private room,100.00,59,79,2022-11-26,0.63,1,362,,0
42458125,"Mission All: Flat, Backyard, BarShed, FREE Parking",304328524,Ryan,Mission,37.75745000,-122.42130000,entire home/apt,177.00,30,13,2024-06-08,0.35,3,271,,5
901637585919369000,Room & private half-bath,189127657,Dennis,Outer Richmond,37.77633704,-122.48373264,private room,62.00,2,11,2024-07-10,0.75,6,177,2023-004596STR,8
26322467,79a SFSU MasterSuite w/shared modern full kitchen,131200418,Lois,Parkside,37.74273000,-122.47589000,private room,67.00,30,9,2023-09-30,0.12,19,365,,1
40620073,"Chic, Cozy, Convenient Close to Everything Cottage",33856710,Samson,Outer Mission,37.73158000,-122.44998000,entire home/apt,305.00,2,100,2024-07-01,2.30,3,63,2023-011078STR,26
653568437026696256,Haight Ashbury Redwood Retreat,39396179,Perryn,Haight Ashbury,37.76750000,-122.44597000,entire home/apt,236.00,2,124,2024-09-01,4.69,1,100,STR-0005789,52
6365190,"Oasis Sunny Vibrant Mission, Mstr",22434504,Chan Young,Mission,37.75690000,-122.41803000,private room,49.00,30,111,2024-08-18,0.98,2,148,city application pending,1
6163821,Studio Potrero Hill-close to Chase and UCSF,6884446,Emily,Potrero Hill,37.75724000,-122.39907000,entire home/apt,138.00,1,780,2024-09-03,6.85,2,123,STR-0002938,122
54166285,Presidio Garden Studio,303118342,Jesse,Inner Richmond,37.78726000,-122.46516000,entire home/apt,135.00,30,0,,,19,307,,0
811394364791072405,Elevate Your Vacation Experience at Powell Place,410094341,Park Royal Powell Place At Nob Hill,Chinatown,37.79247682,-122.40857172,entire home/apt,293.00,1,0,,,39,9,Exempt,0
811465640117813671,Powell Place Fabulous Studio at Nob Hill,410094341,Park Royal Powell Place At Nob Hill,Chinatown,37.79070073,-122.40828761,entire home/apt,304.00,1,0,,,39,7,Exempt,0
39580721,House of Peace,23195770,Celia,Western Addition,37.77882000,-122.44531000,entire home/apt,3000.00,2,12,2023-10-01,0.30,3,352,STR-0004955,1
923595040440919734,Entire condo 1 room 1.5 bath,519311926,Meiling,Inner Sunset,37.76254169,-122.46365761,entire home/apt,137.00,1,36,2024-08-26,2.63,1,167,2023-005736STR,28
974756892334542430,Explore ocean beach and SF Zoo Private 3BD/1BA,368616861,Lincoln,Parkside,37.73981544,-122.50661536,entire home/apt,235.00,2,8,2024-08-18,0.67,2,145,2023-008266STR,8
52952941,Penthouse apt suite w/ views and fireplace,46613919,David,Outer Sunset,37.76136000,-122.48584000,entire home/apt,130.00,30,4,2023-05-26,0.17,5,365,,0
11343122,Comfort & Quiet In Laurel Heights,13832870,International,Presidio Heights,37.78718000,-122.44982000,entire home/apt,123.00,30,0,,,22,365,,0
811406171285518824,Your San Francisco Destination: Powell Place,410094341,Park Royal Powell Place At Nob Hill,Nob Hill,37.79193790,-122.40989835,entire home/apt,304.00,1,0,,,39,7,Exempt,0
16443034,"Cozy, Comfy and Quiet Private Room",88017947,Steve &Quot;Tom&Quot;,Nob Hill,37.79292000,-122.41631000,private room,65.00,31,51,2024-07-29,0.55,1,334,,2
885550325001142725,"3BR House- Ocean & City Views, Minutes to Downtown",372413573,Ensemble Five,Ocean View,37.71602918,-122.45337653,entire home/apt,249.00,30,1,2023-12-09,0.11,4,365,,1
1157605568875386978,Stunning 2Br/2Baths in Potrero,2410550,Cecile,Potrero Hill,37.75514070,-122.39900950,entire home/apt,248.00,3,1,2024-07-19,0.63,2,175,2019-020227STR,1
56621,Prime Location - Large Private Room,216682,Jay,Pacific Heights,37.79183000,-122.42425000,private room,60.00,30,128,2023-05-14,0.76,9,173,,0
811431666248534421,Unforgettable Memories at Powell Place,410094341,Park Royal Powell Place At Nob Hill,Nob Hill,37.79220268,-122.40946427,entire home/apt,304.00,1,0,,,39,7,Exempt,0
1131324105260725144,Charming and natural bright,56750509,Chau,Bayview,37.72855207,-122.39073809,shared room,58.00,30,0,,,2,269,,0
709569747917544542,Rincon Hill 1 BR w/ Office by Anyplace - 11447,415840703,Anyplace,South of Market,37.78736000,-122.39310000,entire home/apt,212.00,30,5,2024-05-05,0.29,29,327,,2
589942718019002899,A Big Hidden Gem at Nob Hill in the Heart of SF,29591034,Brian,Nob Hill,37.78933000,-122.41916000,entire home/apt,395.00,3,108,2024-09-01,3.70,4,311,2024-004112STR,31
18810290,Stroll to Golden Gate Park from a Chic Guest Suite,129618781,Eileen,Inner Sunset,37.76059000,-122.47674000,entire home/apt,200.00,5,158,2024-08-23,1.80,1,64,STR-0005243,12
763059371672534086,Spacious 10-BR Inn in the Trendy Duboce District,4624470,Sri,Castro/Upper Market,37.76857660,-122.42895546,entire home/apt,1043.00,2,13,2024-08-28,0.88,3,277,Exempt,11
53745973,"Blueground | Rincon Hill, gym & pool, nr tech hub",107434423,Blueground,Financial District,37.78725710,-122.39632150,entire home/apt,219.00,31,0,,,173,347,,0
614043108709054005,Inn at the Opera:,52178915,Jim,Downtown/Civic Center,37.77820000,-122.42154000,entire home/apt,68.00,3,7,2024-01-11,0.25,50,5,Exempt,1
818965548064467638,Penthouse PacHeights Condo w/ garage & roofdeck,32907639,Ryan,Pacific Heights,37.79122219,-122.43166837,entire home/apt,1000.00,4,4,2024-08-21,0.32,2,168,2022-011723STR,3
623833252305593889,Massive 1-bedroom condo in the heart of SF,2180153,Duolin,South of Market,37.78646000,-122.39100000,entire home/apt,132.00,3,15,2024-08-01,0.57,2,10,2022-002139STR,9
1063536393300707926,Tranquil Top Floor Condo,45492116,Richard,South of Market,37.77530251,-122.39437002,entire home/apt,167.00,35,0,,,2,175,,0
608179813357114879,"2 bd condo walking to Moscone, Oracle, Chase",9856606,Tony,South of Market,37.77677000,-122.39142000,entire home/apt,700.00,4,15,2024-04-22,0.54,1,174,2022-003754STR,3
811399072310780468,Your San Francisco Destination: Powell Place SF,410094341,Park Royal Powell Place At Nob Hill,Nob Hill,37.79185000,-122.40990000,entire home/apt,261.00,1,0,,,39,30,Exempt,0
637949273088837509,Rare & Modern 2 BR/2 BA Master Guest Suites,5353667,Michelle,Ocean View,37.72018000,-122.45713000,entire home/apt,239.00,2,39,2023-11-05,1.43,1,18,2022-005051STR,4
10862977,"Pacific Heights Elegance W Views 2bd/2ba, Parking",13832870,International,Marina,37.79683000,-122.43497000,entire home/apt,270.00,30,4,2016-08-20,0.04,22,215,,0
31855825,VIEW PROPERTY -TOP OF NOB HILL-30 Night Min,40148,Patricia,Nob Hill,37.79442000,-122.41460000,entire home/apt,170.00,30,0,,,4,365,,0
39723266,"Blueground | Rincon Hill, gym, sauna",107434423,Blueground,Financial District,37.78725710,-122.39632150,entire home/apt,225.00,31,0,,,173,278,,0
936274940342812736,Classic Charm in SF's Glen Park,176036024,Stuart,Glen Park,37.73697160,-122.42794440,entire home/apt,155.00,31,0,,,1,353,,0
523226839994774982,Safe Area Long-Term | Workspace | Private Parking,9423452,Daniel,South of Market,37.77301800,-122.40323600,entire home/apt,219.00,30,12,2024-03-22,0.39,1,250,,2
48544348,Newly Renovated Room Near Alamo Square,2060012,Ari,Western Addition,37.77270000,-122.43095000,private room,73.00,30,3,2024-08-01,0.15,30,77,,1
700647098001993002,Quiet Garden Apartment,54125330,Aj,Parkside,37.74213000,-122.48464000,entire home/apt,135.00,30,28,2024-08-02,1.14,1,169,2022-006224STR,9
796395725402331879,Cozy apartment in Noe Valley,24957114,Melvin,Mission,37.74866000,-122.42346000,entire home/apt,175.00,2,3,2024-06-30,0.26,1,319,2023-000505STR,3
42417490,Inn at the Opera/.,52178915,Jim,Downtown/Civic Center,37.77756000,-122.42065000,entire home/apt,95.00,3,26,2024-01-11,0.47,50,3,Exempt,1
1037048539282150493,2 Bed Noe family home,466290050,Ross,Noe Valley,37.75365000,-122.43128000,entire home/apt,295.00,1,7,2024-08-24,0.83,2,41,2022-006146STR,7
917539052780324048,Exquisite home w/iconic SF view,6341636,Puqing,Pacific Heights,37.79470000,-122.42467000,entire home/apt,240.00,30,0,,,1,88,,0
1092153143830667472,Rail Road Style Cabin Room,562234286,Walker,South of Market,37.77854829,-122.41165849,private room,40.00,30,1,2024-07-15,0.58,2,63,,1
42434687,Quintessential San Francisco Apartment,12703126,Jeff,Russian Hill,37.80652000,-122.41933000,entire home/apt,130.00,30,5,2024-06-01,0.20,7,362,,2
16710475,Comfy Private Suite with Deck & En Suite Bathroom,1932164,Matthew,Potrero Hill,37.75959000,-122.39714000,private room,132.00,2,167,2024-03-11,1.84,1,30,2023-006900STR,19
36565368,Inn at the Opera Symphony Suite,266083019,Extra Holidays®,Downtown/Civic Center,37.77876010,-122.42225450,private room,314.00,1,1,2023-10-02,0.09,9,211,0439835,1
32497883,Donatello Hotel,52178915,Jim,Downtown/Civic Center,37.78871000,-122.41151000,entire home/apt,170.00,2,27,2024-02-16,0.42,50,3,Exempt,3
4892016,3 Bed Pac Heights:Free Car PrkingA,20850212,Young,Pacific Heights,37.79702000,-122.42575000,private room,179.00,1,320,2024-08-13,2.73,16,76,FY 2017-18,7
4110344,Hotel Pac Hgts Queen Free Car ParkA,20850212,Young,Pacific Heights,37.79737000,-122.42382000,private room,107.00,1,372,2024-08-18,3.09,16,242,416468.0,38
1132973030263926616,Spacious 4 bedroom w backyard,563170784,Dario,Mission,37.75379518,-122.41619690,entire home/apt,0.00,30,0,,,2,179,,0
808517283110770115,Canterbury 1BR DLX Condo San Francisco,21265745,Brad And Sarah,Downtown/Civic Center,37.78921840,-122.41393090,entire home/apt,259.00,2,5,2024-06-28,0.28,12,86,Exempt,4
4631873,Hotel Pac Hgts Queen Free Car ParkB,20850212,Young,Russian Hill,37.79920000,-122.42358000,hotel room,106.00,1,425,2024-08-10,3.57,16,163,FY 2017-18,43
51844022,SoMa Studio w/ Office by Anyplace - 7468,415840703,Anyplace,Downtown/Civic Center,37.77654000,-122.41775000,entire home/apt,161.00,30,0,,,29,206,,0
25785670,San Francisco Studio Suite Near Ferry Building,9354894,Ray,South of Market,37.78841000,-122.39053000,entire home/apt,364.00,365,0,,,4,365,,0
831287715236252567,SoMa Studio w/ Office by Anyplace - 11603,415840703,Anyplace,Downtown/Civic Center,37.77675000,-122.41796000,entire home/apt,140.00,30,1,2024-06-30,0.45,29,227,,1
208714,Cozy fully furnished one bedroom apartment in SF,1027819,Ac,Downtown/Civic Center,37.78897000,-122.41245000,entire home/apt,175.00,30,78,2018-01-11,0.49,1,364,City registration pending,0
1077061893984011038,Joyful Private Room-Private Bath,469250438,Charles,Western Addition,37.77116000,-122.42880000,private room,75.00,1,35,2024-08-29,4.91,4,53,2022-008653STR,35
1090046068641747684,Burma Love 2 bedroom Mission Gem,303118342,Jesse,Mission,37.76968530,-122.42338030,entire home/apt,145.00,30,0,,,19,173,,0
6730473,Penthouse apartment w skylights,10501924,Karen,Western Addition,37.77989000,-122.43979000,entire home/apt,86.00,30,79,2024-03-31,0.70,6,271,STR-0000326,2
2333128,Awesome Original San Francisco Victorian Flat,9932058,John,Western Addition,37.77882000,-122.43754000,entire home/apt,165.00,30,58,2024-08-21,1.54,2,119,STR-0003875,27
602128451319116463,Cozy Guest Suite Mission District,19353722,Yana,Mission,37.75990000,-122.41039000,entire home/apt,107.00,2,110,2024-08-27,3.83,1,150,STR-0005478,50
1225496461191350738,Sunny condo in Potrero Hill,19646638,Boyd,Potrero Hill,37.75780237,-122.39450108,entire home/apt,194.00,30,0,,,1,30,,0
7035672,"BnB of Bianca: Private Studio, View, & Parking",36886391,Kyle,Parkside,37.74268000,-122.47229000,entire home/apt,199.00,3,107,2023-06-20,0.97,1,3,2024-004714STR,0
970048126639488703,Luxury Victorian - Sunbeam Arts,485721712,Javier,Mission,37.75302119,-122.42174764,private room,200.00,30,0,,,1,89,Exempt,0
18655682,Luxury Mission Condo with rooftop pool (monthly),129640793,Eden,Mission,37.76596000,-122.41859000,entire home/apt,101.00,45,2,2023-12-31,0.07,1,246,,1
121065,Victorian 1BR/1BA in Castro/Duboce,608445,Hassan,Western Addition,37.77117000,-122.43292000,entire home/apt,120.00,30,35,2017-07-09,0.23,2,215,,0
20361588,"Rare find, Large 1br w/ Parking, Wifi, W/D & Views",104809788,Elyssa,West of Twin Peaks,37.72667000,-122.46094000,entire home/apt,169.00,3,194,2024-08-25,2.28,1,56,STR-0004796,20
17925808,Mi casa tu casa BY THE BAY,122392376,Liliana,Marina,37.79977000,-122.42607000,private room,100.00,2,292,2024-09-01,3.23,1,330,Pending Application,41
794300488770515751,Hayes Valley Getaway,493650081,Ashley,Western Addition,37.77443050,-122.42866680,entire home/apt,250.00,30,0,,,1,268,,0
818887060432463897,Sunny Garden Apartment,4836128,Vivian,Presidio Heights,37.78644230,-122.45700637,entire home/apt,375.00,30,0,,,2,365,,0
45369529,"Amazing view , Financial district, full kitchen",100428075,Sam,Financial District,37.79771000,-122.39861000,entire home/apt,150.00,31,1,2021-06-16,0.03,3,365,,0
1216254288417973616,Stunning Executive Home,593410805,Pedro Paulo,Inner Richmond,37.78447000,-122.47462000,entire home/apt,585.00,30,0,,,2,365,,0
811399561393140686,Powell Place at Nob Hill: Your Home Away from Home,410094341,Park Royal Powell Place At Nob Hill,Chinatown,37.79194602,-122.40780768,entire home/apt,261.00,1,0,,,39,30,Exempt,0
1229299257223875291,Modern Two bedroom In-law,516733413,Mone,Ocean View,37.71451633,-122.45836579,entire home/apt,148.00,30,0,,,1,365,,0
811465641897403197,Powell Place: City Life Meets Vacation Vibes,410094341,Park Royal Powell Place At Nob Hill,Nob Hill,37.79046997,-122.40908511,entire home/apt,304.00,1,0,,,39,7,Exempt,0
881168906037778465,Entire Apartment,242851604,Angie,Haight Ashbury,37.77295225,-122.43780213,entire home/apt,195.00,30,0,,,2,364,,0
5222044,Jim and Suzanne's Garden Apartment,107595,Jim & Suzanne,Haight Ashbury,37.77447000,-122.44298000,entire home/apt,282.00,4,153,2024-08-09,1.33,1,134,STR-0005105,16
5242394,Private Cozy Studio Flat  4U!,11997544,Dave And Frances,Potrero Hill,37.75820500,-122.39968900,entire home/apt,132.00,3,288,2024-09-03,2.75,1,0,STR-0003188,41
5251589,VIEWS + LUXURY + LOCATION = Unforgettable Stay,27114454,Jenn,North Beach,37.80339000,-122.40855000,entire home/apt,2500.00,2,53,2024-08-01,0.46,1,341,str-0004887,7
5572169,Primary Suite Golden Gate Bridge view Private Deck,930744,Alison,Marina,37.79812000,-122.43654000,private room,169.00,1,470,2024-08-25,4.12,3,144,STR-0000014,42
5577516,Beautiful Apartment with Green views,6875334,Anuranjan,Inner Sunset,37.75488000,-122.46541000,entire home/apt,125.00,30,88,2023-08-25,0.94,2,269,City registration pending,0
5592675,"Marina apt w/ private garden, 1 block from Bay",28996560,Otto,Marina,37.80540000,-122.44376000,entire home/apt,125.00,30,18,2024-06-01,0.17,2,243,,1
5619003,One Bedroom available for rent,6062018,Elaine,Marina,37.80227000,-122.42691000,private room,160.00,30,0,,,1,365,,0
5666413,Nob Hill Hideaway 1,13471395,Joshua,Nob Hill,37.79214000,-122.40937000,entire home/apt,82.00,30,23,2024-08-12,0.21,4,336,,3
5666454,Nob Hill Hideaway 3,13471395,Joshua,Chinatown,37.79072000,-122.40796000,entire home/apt,89.00,30,20,2024-02-10,0.21,4,323,,1
5861266,SUPER Master Bed En-suite @GG Park,10829039,Viviane,Inner Richmond,37.77564000,-122.46332000,private room,225.00,2,56,2024-04-22,0.50,5,4,2023-002537STR,3
5955398,"Work from home 3BR, with 3 desks",1257432,San Francisco Life,Russian Hill,37.79971000,-122.41362000,entire home/apt,206.00,30,15,2022-10-23,0.13,31,336,,0
5970639,Knockout Panoramic View 1 Bedrm,5153588,Gaylene,Bayview,37.73616000,-122.39354000,entire home/apt,109.00,30,15,2018-05-23,0.13,4,274,,0
5998790,Bright bdrm in lovely Bernal Home,16745765,Ewa,Bernal Heights,37.73941000,-122.42113000,private room,76.00,1,229,2024-08-10,2.12,1,157,STR-0000716,10
6006768,Private Charming Garden Guest Suite Presidio Hts.,26870698,Mimi And Mosh,Presidio Heights,37.79129000,-122.44901000,entire home/apt,166.00,2,573,2024-08-10,5.06,1,75,STR-0001214,50
6015077,Amazing Beachfront Incredible Sunsets 3 bdm/2 bath,30853035,Catrina,Outer Sunset,37.74617000,-122.50870000,entire home/apt,248.00,30,148,2024-07-26,1.39,1,191,STR-0004712,3
6092049,Castro Oasis with Private Deck,31615642,Dan,Castro/Upper Market,37.75769000,-122.43891000,entire home/apt,241.00,1,596,2024-08-25,5.22,1,146,STr-0000654,42
6107258,3 Bed Pac Heights: Free Car ParkingB,20850212,Young,Pacific Heights,37.79706000,-122.42500000,private room,179.00,1,309,2024-08-19,2.99,16,78,FY 2017-18,14
6145605,"Comfortable, Stylish Studio with PARKING! Safe!",1196837,Heather,Visitacion Valley,37.71167000,-122.39885000,entire home/apt,150.00,1,264,2024-02-10,2.33,2,243,STR-0002284,6
6154096,Luxury & Location: 5 Star San Francisco Experience,31868678,Cynthia,Russian Hill,37.80470000,-122.42340000,entire home/apt,679.00,1,32,2024-03-26,0.40,1,84,1079236,4
10058568,Classic Architecture with Modern Design in City Center,31021771,Ryan,Haight Ashbury,37.76836000,-122.44699000,entire home/apt,550.00,30,77,2024-06-11,0.75,2,248,STR-0003443,6
6335352,Beautiful Victorian Home in Noe Valley,580236,Vladislav,Noe Valley,37.75165000,-122.44043000,entire home/apt,515.00,31,196,2024-06-09,1.77,1,344,STR-0000618,18
6336315,Edwardian Condo Centrally Located,5836827,Robert,South of Market,37.77184000,-122.42287000,private room,119.00,3,99,2024-08-18,1.13,1,138,2022-006686STR,11
10067187,1 Queen bedded room w/full bath,51659350,Wes,Downtown/Civic Center,37.78923000,-122.40765000,private room,105.00,5,132,2024-08-17,1.25,4,25,STR-0013301,33
6348742,Comfortable Noe Valley Apartment (30+ Days),17187571,Lloyd,Noe Valley,37.75213000,-122.43693000,entire home/apt,120.00,30,97,2024-03-02,0.86,1,89,STR-0001404,2
6374167,Lovely Private Room,33217272,Joanna,Haight Ashbury,37.76720000,-122.44725000,private room,90.00,7,153,2024-08-22,1.43,1,132,2022-005164STR,21
6376338,San Francisco Mid-Century House - Two Car Parking,33232844,Richard,Inner Sunset,37.75646000,-122.45623000,entire home/apt,545.00,5,24,2024-06-18,0.32,1,35,STR-0004197,3
6378495,"Oasis Sunny Vibrant Mission, loft",22434504,Chan Young,Mission,37.75691000,-122.41990000,private room,49.00,30,119,2024-06-16,1.05,2,105,STR-1021931,1
6423158,Mediterranean style private studio,33511564,Alice,West of Twin Peaks,37.73152000,-122.46188000,entire home/apt,139.00,2,496,2024-08-23,4.39,1,325,STR-0000256,28
6435497,"Amazing views, Private Floor, 2bed, 2bath",930744,Alison,Marina,37.79908000,-122.43774000,private room,343.00,1,60,2024-07-25,1.25,3,137,STR-0000014,14
902317313847872070,81d Parkside cozy rm /private ba,131200418,Lois,Parkside,37.74395000,-122.47387000,private room,59.00,30,0,,,19,364,,0
